0,0,30
0,0,69
-3.866664,-11.254312,69
3.710308,-12.758673,30
-1.52255,-20.422335,69
10.260646,-24.438649,69
-1.103952,-23.214329,69
-8.46316,-24.882872,69
10.531492,-16.77432,69
24.417447,-10.496051,69
25.567963,0.365269,69
28.984967,6.605687,69
-1.490952,-10.942124,69
1.096495,-12.679974,69
-26.811045,-8.148423,69
-14.130189,-10.254035,69
-21.457077,-8.683329,69
-16.209794,-6.130419,69
-22.553102,1.350002,69
-34.460094,11.559996,69
5.380211,-3.333956,69
18.98211,-2.712238,69
24.215103,-0.865307,69
1.845431,-2.871324,69
-18.964249,2.219356,69
-30.206429,7.916022,69
-6.817042,-3.987842,69
-12.245408,-5.328016,69
11.087701,-6.251491,69
5.644412,-5.841037,79
